DATE;TIME;Sensor1;Sensor2;Sensor3;Sensor4
2024-07-05;06:59:00;27,643;28,135;27,642;27,511
2024-07-05;07:04:00;27,577;27,783;27,665;27,422
2024-07-05;07:09:00;27,466;27,742;27,536;27,31
2024-07-05;07:14:00;27,521;27,735;27,526;27,33
2024-07-05;07:19:00;27,507;27,76;27,456;27,277
2024-07-05;07:24:00;27,428;27,764;27,468;27,257
2024-07-05;07:29:00;27,503;27,86;27,492;27,325
2024-07-05;07:34:00;27,73;27,958;27,613;27,388
2024-07-05;07:39:00;27,543;27,779;27,564;27,374
2024-07-05;07:44:00;27,512;27,789;27,545;27,392
2024-07-05;07:49:00;27,529;27,845;27,549;27,448
2024-07-05;07:54:00;27,515;27,756;27,528;27,346
2024-07-05;07:59:00;27,546;27,78;27,546;27,303
2024-07-05;08:04:00;27,514;27,765;27,582;27,296
2024-07-05;08:09:00;27,413;27,746;27,454;27,288
2024-07-05;08:14:00;27,407;27,824;27,411;27,319
2024-07-05;08:19:00;27,435;27,68;27,437;27,269
2024-07-05;08:24:00;27,467;27,852;27,466;27,277
2024-07-05;08:29:00;27,316;27,53;27,369;27,222
2024-07-05;08:34:00;27,312;27,773;27,336;27,24
2024-07-05;08:39:00;27,419;27,718;27,393;27,242
2024-07-05;08:44:00;27,338;27,491;27,424;27,12
2024-07-05;08:49:00;27,271;27,478;27,323;27,118
2024-07-05;08:54:00;27,248;27,509;27,293;27,12
2024-07-05;08:59:00;27,354;27,718;27,341;27,184
2024-07-05;09:04:00;27,263;27,566;27,313;27,12
2024-07-05;09:09:00;27,186;27,398;27,242;27,059
2024-07-05;09:14:00;27,328;27,615;27,329;27,116
2024-07-05;09:19:00;27,253;27,469;27,289;27,12
2024-07-05;09:24:00;27,195;27,596;27,269;27,072
2024-07-05;09:29:00;27,163;27,521;27,282;27,176
2024-07-05;09:34:00;27,28;27,5;27,342;27,12
2024-07-05;09:39:00;27,28;27,515;27,324;27,12
2024-07-05;09:44:00;27,215;27,442;27,286;27,071
2024-07-05;09:49:00;27,23;27,471;27,297;27,008
2024-07-05;09:54:00;27,268;27,749;27,289;27,094
2024-07-05;09:59:00;27,184;27,392;27,205;27,003
2024-07-05;10:04:00;27,171;27,355;27,198;26,962
2024-07-05;10:09:00;27,198;27,539;27,181;27
2024-07-05;10:14:00;27,149;27,442;27,158;26,973
2024-07-05;10:19:00;27,1;27,451;27,162;27,067
2024-07-05;10:24:00;27,246;27,48;27,215;27
2024-07-05;10:29:00;26,995;27,271;27,011;26,876
2024-07-05;10:34:00;27,329;27,56;27,206;26,971
2024-07-05;10:39:00;27,1;27,305;27,165;27,011
2024-07-05;10:44:00;27,188;27,574;27,201;27,053
2024-07-05;10:49:00;27,273;27,535;27,239;27
2024-07-05;10:54:00;27,151;27,33;27,213;27
2024-07-05;10:59:00;27,093;27,188;27,248;26,944
2024-07-05;11:04:00;27,191;27,392;27,246;26,913
2024-07-05;11:09:00;27,228;27,691;27,22;27,082
2024-07-05;11:14:00;27,078;27,341;27,12;26,992
2024-07-05;11:19:00;26,907;27,155;26,963;26,894
2024-07-05;11:24:00;26,949;27,175;27,042;26,827
2024-07-05;11:29:00;27,015;27,274;27,087;26,79
2024-07-05;11:34:00;27,034;27,448;27,051;26,853
2024-07-05;11:39:00;26,941;27,275;26,992;26,742
2024-07-05;11:44:00;26,903;27,114;26,867;26,585
2024-07-05;11:49:00;26,729;26,932;26,817;26,644
2024-07-05;11:54:00;26,857;27,211;26,86;26,653
2024-07-05;11:59:00;26,921;27,168;26,977;26,689
2024-07-05;12:04:00;26,825;27,147;26,982;26,725
2024-07-05;12:09:00;26,875;27,074;26,94;26,75
2024-07-05;12:14:00;26,851;27,074;26,951;26,748
2024-07-05;12:19:00;26,869;27,048;26,944;26,702
2024-07-05;12:24:00;26,792;26,934;26,902;26,664
2024-07-05;12:29:00;26,796;27,205;26,868;26,649
2024-07-05;12:34:00;26,863;27,066;26,891;26,623
2024-07-05;12:39:00;26,778;26,997;26,893;26,646
2024-07-05;12:44:00;26,836;27,115;26,842;26,609
2024-07-05;12:49:00;26,838;27,059;26,822;26,658
2024-07-05;12:54:00;26,892;27,263;26,852;26,699
2024-07-05;12:59:00;26,775;27,086;26,798;26,647
2024-07-05;13:04:00;26,747;27,079;26,769;26,582
2024-07-05;13:09:00;26,749;26,966;26,748;26,501
2024-07-05;13:14:00;26,685;26,85;26,782;26,5
2024-07-05;13:19:00;26,62;26,849;26,652;26,5
2024-07-05;13:24:00;26,684;27,021;26,713;26,5
2024-07-05;13:29:00;26,676;26,862;26,75;26,499
2024-07-05;13:34:00;26,694;26,904;26,694;26,513
2024-07-05;13:39:00;26,638;26,846;26,477;26,521
2024-07-05;13:44:00;26,57;26,783;26,553;26,498
2024-07-05;13:49:00;26,588;26,828;26,56;26,474
2024-07-05;13:54:00;26,632;26,913;26,575;26,479
2024-07-05;13:59:00;26,574;26,683;26,553;26,37
2024-07-05;14:04:00;26,582;26,671;26,532;26,314
2024-07-05;14:09:00;26,507;26,539;26,544;26,323
2024-07-05;14:14:00;26,545;26,625;26,58;26,331
2024-07-05;14:19:00;26,538;26,105;26,622;25,811
2024-07-05;14:24:00;26,437;26,006;26,62;25,403
2024-07-05;14:29:00;26,543;26,215;26,68;25,646
2024-07-05;14:34:00;26,479;26,107;26,62;25,512
2024-07-05;14:39:00;26,561;26,256;26,694;25,699
2024-07-05;14:44:00;26,538;26,261;26,621;25,667
2024-07-05;14:49:00;26,51;26,111;26,65;25,657
2024-07-05;14:54:00;26,553;26,354;26,62;25,74
2024-07-05;14:59:00;26,483;25,985;26,62;25,602
2024-07-05;15:04:00;26,509;26,08;26,616;25,586
2024-07-05;15:09:00;26,466;26,053;26,534;25,556
2024-07-05;15:14:00;26,472;26,193;26,512;25,578
2024-07-05;15:19:00;26,474;26,015;26,52;25,593
2024-07-05;15:24:00;26,42;25,979;26,5;25,479
2024-07-05;15:29:00;26,444;26,036;26,5;25,542
2024-07-05;15:34:00;26,365;25,972;26,433;25,402
2024-07-05;15:39:00;26,379;25,959;26,443;25,461
2024-07-05;15:44:00;26,399;26,134;26,41;25,469
2024-07-05;15:49:00;26,427;26,093;26,497;25,567
2024-07-05;15:54:00;26,482;26,201;26,5;25,657
2024-07-05;15:59:00;26,439;25,938;26,5;25,586
2024-07-05;16:04:00;26,45;26,117;26,5;25,586
2024-07-05;16:09:00;26,473;26,244;26,5;25,646
2024-07-05;16:14:00;26,513;26,225;26,5;25,699
2024-07-05;16:19:00;26,5;26,239;26,5;25,671
2024-07-05;16:24:00;26,561;26,349;26,532;25,766
2024-07-05;16:29:00;26,588;26,359;26,62;25,829
2024-07-05;16:34:00;26,617;26,351;26,62;25,87
2024-07-05;16:39:00;26,636;26,382;26,623;25,908
2024-07-05;16:44:00;26,629;26,338;26,639;25,849
2024-07-05;16:49:00;26,64;26,387;26,67;25,842
2024-07-05;16:54:00;26,558;26,219;26,62;25,667
2024-07-05;16:59:00;26,576;26,062;26,619;25,623
2024-07-05;17:04:00;26,541;26,178;26,62;25,557
2024-07-05;17:09:00;26,518;26,135;26,62;25,643
2024-07-05;17:14:00;26,563;26,302;26,62;25,694
2024-07-05;17:19:00;26,527;26,233;26,62;25,622
2024-07-05;17:24:00;26,564;26,293;26,62;25,739
2024-07-05;17:29:00;26,589;26,298;26,62;25,793
2024-07-05;17:34:00;26,586;26,275;26,62;25,78
2024-07-05;17:39:00;26,579;26,262;26,62;25,75
2024-07-05;17:44:00;26,603;26,304;26,62;25,783
2024-07-05;17:49:00;26,623;26,423;26,707;25,82
2024-07-05;17:54:00;26,62;26,296;26,749;25,792
2024-07-05;17:59:00;26,61;26,304;26,702;25,794
2024-07-05;18:04:00;26,632;26,343;26,75;25,801
2024-07-05;18:09:00;26,662;26,413;26,75;25,851
2024-07-05;18:14:00;26,668;26,408;26,75;25,884
2024-07-05;18:19:00;26,699;26,436;26,75;25,944
2024-07-05;18:24:00;26,7;26,511;26,75;25,946
2024-07-05;18:29:00;26,672;26,353;26,75;25,871
2024-07-05;18:34:00;26,715;26,502;26,769;25,941
2024-07-05;18:39:00;26,717;26,481;26,763;25,876
2024-07-05;18:44:00;26,709;26,381;26,822;25,857
2024-07-05;18:49:00;26,703;26,333;26,823;25,895
2024-07-05;18:54:00;26,714;26,465;26,817;25,918
2024-07-05;18:59:00;26,711;26,455;26,806;25,913
2024-07-05;19:04:00;26,736;26,462;26,87;25,939
2024-07-05;19:09:00;26,742;26,478;26,87;25,974
2024-07-05;19:14:00;26,761;26,503;26,87;26,016
2024-07-05;19:19:00;26,757;26,486;26,87;26,051
2024-07-05;19:24:00;26,79;26,615;26,87;26,045
2024-07-05;19:29:00;26,772;26,501;26,87;25,981
2024-07-05;19:34:00;26,815;26,525;26,952;26,037
2024-07-05;19:39:00;26,836;26,576;26,975;26,055
2024-07-05;19:44:00;26,8;26,491;26,899;26,01
2024-07-05;19:49:00;26,783;26,559;26,871;26,054
2024-07-05;19:54:00;26,793;26,581;26,9;26,072
2024-07-05;19:59:00;26,786;26,591;27;26,085
2024-07-05;20:04:00;26,816;26,763;26,998;26,111
2024-07-05;20:09:00;26,814;26,608;27;26,084
2024-07-05;20:14:00;26,818;26,575;27;26,084
2024-07-05;20:19:00;26,83;26,608;27;26,09
2024-07-05;20:24:00;26,835;26,641;27;26,086
2024-07-05;20:29:00;26,83;26,581;27;26,096
2024-07-05;20:34:00;26,812;26,614;27;26,088
2024-07-05;20:39:00;26,799;26,623;27;26,08
2024-07-05;20:44:00;26,816;26,634;27;26,056
2024-07-05;20:49:00;26,796;26,515;27;26,055
2024-07-05;20:54:00;26,811;26,557;27;26,087
2024-07-05;20:59:00;26,816;26,659;27;26,102
2024-07-05;21:04:00;26,793;26,616;27;26,094
2024-07-05;21:09:00;26,826;26,71;27;26,152
2024-07-05;21:14:00;26,808;26,568;27;26,107
2024-07-05;21:19:00;26,832;26,699;27;26,093
2024-07-05;21:24:00;26,841;26,699;27;26,115
2024-07-05;21:29:00;26,88;26,722;27,035;26,182
2024-07-05;21:34:00;26,923;26,75;27,12;26,233
2024-07-05;21:39:00;26,897;26,656;27,12;26,194
2024-07-05;21:44:00;26,892;26,703;27,12;26,197
2024-07-05;21:49:00;26,886;26,707;27,12;26,23
2024-07-05;21:54:00;26,889;26,745;27,12;26,2
2024-07-05;21:59:00;26,905;26,758;27,12;26,206
2024-07-05;22:04:00;26,897;26,667;27,12;26,206
2024-07-05;22:09:00;26,921;26,775;27,12;26,24
2024-07-05;22:14:00;26,92;26,785;27,12;26,25
2024-07-05;22:19:00;26,905;26,725;27,12;26,214
2024-07-05;22:24:00;26,906;26,7;27,12;26,213
2024-07-05;22:29:00;26,915;26,776;27,12;26,25
2024-07-05;22:34:00;26,911;26,718;27,12;26,195
2024-07-05;22:39:00;26,92;26,698;27,12;26,202
2024-07-05;22:44:00;26,913;26,709;27,12;26,203
2024-07-05;22:49:00;26,907;26,711;27,12;26,193
2024-07-05;22:54:00;26,909;26,748;27,12;26,193
2024-07-05;22:59:00;26,928;26,742;27,12;26,241
2024-07-05;23:04:00;26,947;26,797;27,12;26,25
2024-07-05;23:09:00;26,988;26,804;27,133;26,25
2024-07-05;23:14:00;27,023;26,878;27,25;26,346
2024-07-05;23:19:00;27,024;26,864;27,25;26,369
2024-07-05;23:24:00;26,992;26,781;27,25;26,333
2024-07-05;23:29:00;26,981;26,831;27,25;26,309
2024-07-05;23:34:00;26,993;26,82;27,238;26,278
2024-07-05;23:39:00;26,979;26,752;27,155;26,236
2024-07-05;23:44:00;26,95;26,733;27,12;26,206
2024-07-05;23:49:00;26,949;26,792;27,12;26,225
2024-07-05;23:54:00;26,935;26,741;27,121;26,224
2024-07-05;23:59:00;26,974;26,797;27,12;26,24
2024-07-06;00:04:00;26,922;26,622;27,12;26,147
2024-07-06;00:09:00;26,96;26,74;27,12;26,24
2024-07-06;00:14:00;26,966;26,766;27,181;26,291
2024-07-06;00:19:00;26,968;26,885;27,215;26,255
2024-07-06;00:24:00;26,931;26,719;27,131;26,189
2024-07-06;00:29:00;26,909;26,758;27,12;26,188
2024-07-06;00:34:00;26,915;26,668;27,12;26,2
2024-07-06;00:39:00;26,918;26,85;27,12;26,191
2024-07-06;00:44:00;26,913;26,765;27,12;26,189
2024-07-06;00:49:00;26,889;26,707;27,12;26,193
2024-07-06;00:54:00;26,871;26,653;27,12;26,171
2024-07-06;00:59:00;26,892;26,843;27,12;26,178
2024-07-06;01:04:00;26,886;26,744;27,12;26,174
2024-07-06;01:09:00;26,863;26,685;27,12;26,161
2024-07-06;01:14:00;26,842;26,634;27,12;26,15
2024-07-06;01:19:00;26,864;26,746;27,12;26,18
2024-07-06;01:24:00;26,866;26,689;27,12;26,182
2024-07-06;01:29:00;26,852;26,636;27,114;26,199
2024-07-06;01:34:00;26,839;26,664;27,064;26,178
2024-07-06;01:39:00;26,841;26,735;27,065;26,107
2024-07-06;01:44:00;26,826;26,625;27,07;26,065
2024-07-06;01:49:00;26,798;26,612;27,01;26,065
2024-07-06;01:54:00;26,793;26,626;27;26,08
2024-07-06;01:59:00;26,812;26,83;27,01;26,118
2024-07-06;02:04:00;26,838;26,634;27,099;26,15
2024-07-06;02:09:00;26,832;26,69;27,104;26,122
2024-07-06;02:14:00;26,799;26,637;27,058;26,079
2024-07-06;02:19:00;26,803;26,614;27,006;26,016
2024-07-06;02:24:00;26,777;26,487;27;25,952
2024-07-06;02:29:00;26,737;26,489;27;25,97
2024-07-06;02:34:00;26,743;26,755;27;26,031
2024-07-06;02:39:00;26,835;26,768;27;26,223
2024-07-06;02:44:00;26,758;26,565;27;26,048
2024-07-06;02:49:00;26,725;26,567;27;26,023
2024-07-06;02:54:00;26,729;26,611;26,993;26,015
2024-07-06;02:59:00;26,735;26,545;26,999;25,976
2024-07-06;03:04:00;26,716;26,475;26,96;25,995
2024-07-06;03:09:00;26,693;26,434;26,982;25,964
2024-07-06;03:14:00;26,709;26,564;26,951;25,96
2024-07-06;03:19:00;26,734;26,555;26,945;25,969
2024-07-06;03:24:00;26,67;26,495;26,887;25,908
2024-07-06;03:29:00;26,649;26,417;26,902;25,922
2024-07-06;03:34:00;26,688;26,497;26,87;25,94
2024-07-06;03:39:00;26,659;26,463;26,87;25,851
2024-07-06;03:44:00;26,64;26,457;26,87;25,835
2024-07-06;03:49:00;26,63;26,429;26,87;25,827
2024-07-06;03:54:00;26,654;26,421;26,87;25,831
2024-07-06;03:59:00;26,614;26,422;26,831;25,799
2024-07-06;04:04:00;26,575;26,297;26,78;25,745
2024-07-06;04:09:00;26,634;26,585;26,829;25,851
2024-07-06;04:14:00;26,653;26,514;26,866;25,912
2024-07-06;04:19:00;26,62;26,444;26,763;25,87
2024-07-06;04:24:00;26,612;26,433;26,751;25,864
2024-07-06;04:29:00;26,63;26,529;26,782;25,874
2024-07-06;04:34:00;26,613;26,423;26,808;25,87
2024-07-06;04:39:00;26,577;26,391;26,75;25,788
2024-07-06;04:44:00;26,547;26,264;26,75;25,739
2024-07-06;04:49:00;26,559;26,285;26,75;25,7
2024-07-06;04:54:00;26,546;26,293;26,749;25,683
2024-07-06;04:59:00;26,51;26,308;26,683;25,656
2024-07-06;05:04:00;26,463;26,244;26,645;25,634
2024-07-06;05:09:00;26,46;26,181;26,62;25,573
2024-07-06;05:14:00;26,445;26,171;26,62;25,597
2024-07-06;05:19:00;26,441;26,158;26,62;25,599
2024-07-06;05:24:00;26,43;26,222;26,62;25,584
2024-07-06;05:29:00;26,359;25,966;26,546;25,491
2024-07-06;05:34:00;26,413;26,24;26,569;25,604
2024-07-06;05:39:00;26,374;25,984;26,543;25,562
2024-07-06;05:44:00;26,383;26,057;26,5;25,526
2024-07-06;05:49:00;26,349;26,083;26,5;25,461
2024-07-06;05:54:00;26,363;26,166;26,5;25,538
2024-07-06;05:59:00;26,359;26,113;26,5;25,574
2024-07-06;06:04:00;26,385;26,217;26,5;25,576
2024-07-06;06:09:00;26,375;26,071;26,5;25,557
2024-07-06;06:14:00;26,353;26,037;26,5;25,512
2024-07-06;06:19:00;26,343;26,152;26,5;25,552
2024-07-06;06:24:00;26,305;25,995;26,404;25,396
2024-07-06;06:29:00;26,313;26,005;26,412;25,453
2024-07-06;06:34:00;26,273;26,002;26,37;25,436
2024-07-06;06:39:00;26,21;25,938;26,37;25,355
2024-07-06;06:44:00;26,226;26,047;26,37;25,361
2024-07-06;06:49:00;26,234;25,969;26,37;25,41
2024-07-06;06:54:00;26,221;26,026;26,37;25,429
2024-07-06;06:59:00;26,175;25,91;26,368;25,367
2024-07-06;07:04:00;26,243;26,117;26,37;25,471
2024-07-06;07:09:00;26,252;26,013;26,37;25,461
2024-07-06;07:14:00;26,214;26,014;26,37;25,445
2024-07-06;07:19:00;26,197;25,903;26,37;25,411
2024-07-06;07:24:00;26,237;25,941;26,37;25,428
2024-07-06;07:29:00;26,222;25,99;26,37;25,414
2024-07-06;07:34:00;26,177;25,932;26,37;25,376
2024-07-06;07:39:00;26,176;25,891;26,366;25,367
2024-07-06;07:44:00;26,208;25,938;26,37;25,365
2024-07-06;07:49:00;26,221;25,918;26,37;25,375
2024-07-06;07:54:00;26,184;25,931;26,33;25,34
2024-07-06;07:59:00;26,155;25,885;26,268;25,323
2024-07-06;08:04:00;26,201;25,971;26,268;25,357
2024-07-06;08:09:00;26,197;25,882;26,333;25,346
2024-07-06;08:14:00;26,173;25,829;26,334;25,372
2024-07-06;08:19:00;26,149;25,979;26,251;25,366
2024-07-06;08:24:00;26,144;25,819;26,254;25,274
2024-07-06;08:29:00;26,138;25,74;26,25;25,317
2024-07-06;08:34:00;26,092;25,79;26,25;25,286
2024-07-06;08:39:00;26,121;25,894;26,25;25,323
2024-07-06;08:44:00;26,114;25,96;26,25;25,302
2024-07-06;08:49:00;26,104;25,847;26,25;25,237
2024-07-06;08:54:00;26,097;25,875;26,25;25,284
2024-07-06;08:59:00;26,075;25,726;26,25;25,283
2024-07-06;09:04:00;26,087;25,854;26,25;25,296
2024-07-06;09:09:00;26,104;25,821;26,25;25,289
2024-07-06;09:14:00;26,054;25,799;26,245;25,215
2024-07-06;09:19:00;25,993;25,65;26,135;25,118
2024-07-06;09:24:00;26,037;25,743;26,12;25,219
2024-07-06;09:29:00;26,033;25,831;26,12;25,16
2024-07-06;09:34:00;25,984;25,638;26,12;25,139
2024-07-06;09:39:00;25,996;25,692;26,12;25,203
2024-07-06;09:44:00;25,998;25,745;26,12;25,191
2024-07-06;09:49:00;26,004;25,822;26,12;25,205
2024-07-06;09:54:00;26,047;25,83;26,12;25,251
2024-07-06;09:59:00;26,07;25,86;26,12;25,318
2024-07-06;10:04:00;26,069;25,816;26,207;25,334
2024-07-06;10:09:00;26,088;25,87;26,194;25,286
2024-07-06;10:14:00;26,062;25,772;26,12;25,205
2024-07-06;10:19:00;26,087;25,865;26,172;25,303
2024-07-06;10:24:00;26,065;25,818;26,151;25,257
2024-07-06;10:29:00;26,046;25,756;26,148;25,234
2024-07-06;10:34:00;26,085;25,902;26,128;25,307
2024-07-06;10:39:00;26,072;25,86;26,183;25,298
2024-07-06;10:44:00;26,082;25,809;26,25;25,317
2024-07-06;10:49:00;26,112;25,972;26,25;25,321
2024-07-06;10:54:00;26,161;25,979;26,25;25,366
2024-07-06;10:59:00;26,122;25,87;26,25;25,329
2024-07-06;11:04:00;26,112;25,793;26,25;25,323
2024-07-06;11:09:00;26,105;25,942;26,25;25,337
2024-07-06;11:14:00;26,138;25,913;26,25;25,364
2024-07-06;11:19:00;26,127;25,829;26,25;25,305
2024-07-06;11:24:00;26,126;25,833;26,25;25,304
2024-07-06;11:29:00;26,132;25,905;26,25;25,341
2024-07-06;11:34:00;26,152;25,869;26,25;25,316
2024-07-06;11:39:00;26,15;25,891;26,25;25,327
2024-07-06;11:44:00;26,172;25,897;26,25;25,371
2024-07-06;11:49:00;26,169;26,035;26,25;25,444
2024-07-06;11:54:00;26,18;25,894;26,25;25,349
2024-07-06;11:59:00;26,17;25,853;26,252;25,332
2024-07-06;12:04:00;26,177;25,871;26,271;25,344
2024-07-06;12:09:00;26,176;25,97;26,307;25,362
2024-07-06;12:14:00;26,212;26,129;26,259;25,416
2024-07-06;12:19:00;26,189;25,889;26,294;25,365
2024-07-06;12:24:00;26,206;26,001;26,364;25,422
2024-07-06;12:29:00;26,221;26,037;26,37;25,484
2024-07-06;12:34:00;26,305;26,204;26,37;25,579
2024-07-06;12:39:00;26,332;26,043;26,37;25,571
2024-07-06;12:44:00;26,308;26,095;26,37;25,545
2024-07-06;12:49:00;26,326;26,147;26,442;25,592
2024-07-06;12:54:00;26,374;26,283;26,5;25,603
2024-07-06;12:59:00;26,367;26,128;26,5;25,594
2024-07-06;13:04:00;26,367;26,125;26,5;25,594
2024-07-06;13:09:00;26,37;26,198;26,5;25,605
2024-07-06;13:14:00;26,421;26,344;26,5;25,68
2024-07-06;13:19:00;26,38;26,128;26,5;25,601
2024-07-06;13:24:00;26,382;26,131;26,5;25,596
2024-07-06;13:29:00;26,407;26,235;26,5;25,666
2024-07-06;13:34:00;26,451;26,327;26,593;25,67
2024-07-06;13:39:00;26,473;26,249;26,62;25,713
2024-07-06;13:44:00;26,442;26,255;26,62;25,704
2024-07-06;13:49:00;26,445;26,255;26,62;25,683
2024-07-06;13:54:00;26,469;26,222;26,62;25,659
2024-07-06;13:59:00;26,465;26,287;26,62;25,695
2024-07-06;14:04:00;26,486;26,27;26,62;25,744
2024-07-06;14:09:00;26,506;26,342;26,62;25,75
2024-07-06;14:14:00;26,553;26,422;26,635;25,814
2024-07-06;14:19:00;26,563;26,351;26,732;25,829
2024-07-06;14:24:00;26,554;26,384;26,75;25,845
2024-07-06;14:29:00;26,566;26,413;26,75;25,802
2024-07-06;14:34:00;26,605;26,457;26,75;25,835
2024-07-06;14:39:00;26,567;26,286;26,75;25,799
2024-07-06;14:44:00;26,571;26,337;26,75;25,822
2024-07-06;14:49:00;26,606;26,469;26,75;25,854
2024-07-06;14:54:00;26,601;26,362;26,75;25,801
2024-07-06;14:59:00;26,581;26,386;26,75;25,809
2024-07-06;15:04:00;26,6;26,365;26,75;25,842
2024-07-06;15:09:00;26,622;26,41;26,75;25,818
2024-07-06;15:14:00;26,577;26,299;26,75;25,816
2024-07-06;15:19:00;26,571;26,334;26,75;25,852
2024-07-06;15:24:00;26,59;26,468;26,75;25,88
2024-07-06;15:29:00;26,579;26,379;26,75;25,83
2024-07-06;15:34:00;26,575;26,41;26,75;25,865
2024-07-06;15:39:00;26,578;26,442;26,75;25,896
2024-07-06;15:44:00;26,569;26,507;26,75;25,901
2024-07-06;15:49:01;26,568;26,302;26,75;25,861
2024-07-06;15:54:00;26,558;26,379;26,75;25,818
2024-07-06;15:59:00;26,52;26,259;26,75;25,746
2024-07-06;16:04:00;26,524;26,348;26,743;25,696
2024-07-06;16:09:00;26,497;26,174;26,709;25,679
2024-07-06;16:14:00;26,475;26,281;26,67;25,682
2024-07-06;16:19:00;26,461;26,224;26,624;25,695
2024-07-06;16:24:00;26,492;26,387;26,62;25,667
2024-07-06;16:29:00;26,44;26,153;26,62;25,596
2024-07-06;16:34:00;26,403;26,111;26,62;25,571
2024-07-06;16:39:00;26,387;26,172;26,599;25,591
2024-07-06;16:44:00;26,395;26,285;26,561;25,603
2024-07-06;16:49:00;26,42;26,189;26,62;25,62
2024-07-06;16:54:00;26,401;26,189;26,62;25,651
2024-07-06;16:59:00;26,409;26,232;26,62;25,667
2024-07-06;17:04:00;26,421;26,106;26,62;25,6
2024-07-06;17:09:00;26,417;26,212;26,62;25,617
2024-07-06;17:14:00;26,416;26,192;26,62;25,647
2024-07-06;17:19:00;26,446;26,347;26,62;25,677
2024-07-06;17:24:00;26,458;26,236;26,62;25,683
2024-07-06;17:29:00;26,42;26,174;26,62;25,652
2024-07-06;17:34:00;26,38;26,063;26,579;25,571
2024-07-06;17:39:00;26,374;26,061;26,532;25,527
2024-07-06;17:44:00;26,362;26,039;26,5;25,475
2024-07-06;17:49:00;26,295;25,973;26,5;25,408
2024-07-06;17:54:00;26,283;26,007;26,5;25,439
2024-07-06;17:59:00;26,261;26,126;26,44;25,414
2024-07-06;18:04:00;26,247;25,978;26,403;25,386
2024-07-06;18:09:00;26,279;25,995;26,469;25,477
2024-07-06;18:14:00;26,214;25,949;26,37;25,404
2024-07-06;18:19:00;26,252;26,061;26,37;25,481
2024-07-06;18:24:00;26,253;26,017;26,37;25,446
2024-07-06;18:29:00;26,209;25,896;26,37;25,393
2024-07-06;18:34:00;26,196;25,847;26,37;25,408
2024-07-06;18:39:00;26,183;25,968;26,37;25,341
2024-07-06;18:44:00;26,178;25,903;26,37;25,315
2024-07-06;18:49:00;26,194;25,99;26,37;25,387
2024-07-06;18:54:00;26,212;26,048;26,37;25,457
2024-07-06;18:59:00;26,241;26,147;26,37;25,507
2024-07-06;19:04:00;26,299;26,061;26,37;25,519
2024-07-06;19:09:00;26,342;26,183;26,432;25,574
2024-07-06;19:14:00;26,342;26,109;26,5;25,62
2024-07-06;19:19:00;26,344;26,122;26,5;25,616
2024-07-06;19:24:00;26,36;26,103;26,5;25,572
2024-07-06;19:29:00;26,332;26,056;26,5;25,541
2024-07-06;19:34:00;26,315;26,03;26,5;25,534
2024-07-06;19:39:00;26,323;26,042;26,5;25,557
2024-07-06;19:44:00;26,317;26,234;26,488;25,488
2024-07-06;19:49:00;26,267;25,897;26,424;25,414
2024-07-06;19:54:00;26,243;25,989;26,379;25,446
2024-07-06;19:59:00;26,263;26,041;26,371;25,486
2024-07-06;20:04:00;26,292;26,211;26,417;25,5
2024-07-06;20:09:00;26,257;25,997;26,409;25,452
2024-07-06;20:14:00;26,25;26;26,379;25,45
2024-07-06;20:19:00;26,265;26,057;26,37;25,5
2024-07-06;20:24:00;26,304;26,149;26,371;25,527
2024-07-06;20:29:00;26,301;26,038;26,434;25,507
2024-07-06;20:34:00;26,298;26,061;26,483;25,556
2024-07-06;20:39:00;26,298;26,081;26,494;25,554
2024-07-06;20:44:00;26,356;26,217;26,5;25,592
2024-07-06;20:49:00;26,335;26,106;26,5;25,558
2024-07-06;20:54:00;26,34;26,131;26,5;25,579
2024-07-06;20:59:00;26,347;26,165;26,5;25,627
2024-07-06;21:04:00;26,381;26,23;26,5;25,682
2024-07-06;21:09:00;26,382;26,165;26,5;25,625
2024-07-06;21:14:00;26,401;26,257;26,501;25,655
2024-07-06;21:19:00;26,402;26,225;26,567;25,694
2024-07-06;21:24:00;26,435;26,362;26,544;25,684
2024-07-06;21:29:00;26,414;26,18;26,518;25,64
2024-07-06;21:34:00;26,425;26,235;26,59;25,695
2024-07-06;21:39:00;26,425;26,174;26,62;25,691
2024-07-06;21:44:00;26,443;26,225;26,618;25,639
2024-07-06;21:49:00;26,425;26,183;26,62;25,599
2024-07-06;21:54:00;26,407;26,136;26,619;25,62
2024-07-06;21:59:00;26,418;26,207;26,62;25,628
2024-07-06;22:04:00;26,445;26,317;26,62;25,705
2024-07-06;22:09:00;26,429;26,197;26,62;25,664
2024-07-06;22:14:00;26,419;26,169;26,62;25,625
2024-07-06;22:19:00;26,387;26,111;26,62;25,62
2024-07-06;22:24:00;26,416;26,277;26,62;25,62
2024-07-06;22:29:00;26,421;26,18;26,62;25,637
2024-07-06;22:34:00;26,415;26,216;26,62;25,625
2024-07-06;22:39:00;26,44;26,303;26,62;25,684
